WigleWifi-1.6,appRelease=v1.9.1,model=M5Stack GPS Unit,release=v1.9.1,device=ESP32 M5Stack,display=SPI TFT,board=ESP32 M5Stack,brand=Bruce,star=Sol,body=4,subBody=1
MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
4C:09:D4:CD:D0:FC,VGV7519CDD0FC,[WPA2_PSK],2025-04-09 10:44:06,3,2422,-86,52.078550,4.350847,76.300000,0.600000,,,WIFI
2A:35:D1:03:D5:F9,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:44:06,6,2437,-87,52.078550,4.350847,76.300000,0.600000,,,WIFI
72:1A:D1:8E:D8:A8,BaLy Gast,[WPA2_WPA3_PSK],2025-04-09 10:44:06,1,2412,-88,52.078550,4.350847,76.300000,0.600000,,,WIFI
88:D2:74:AA:B3:CF,H369AAAB3CF,[WPA2_PSK],2025-04-09 10:44:06,1,2412,-88,52.078550,4.350847,76.300000,0.600000,,,WIFI
58:BA:D4:D3:90:C4,TMNL-D390BC,[WPA2_PSK],2025-04-09 10:44:06,3,2422,-88,52.078550,4.350847,76.300000,0.600000,,,WIFI
48:D3:43:E0:0C:C9,Ziggo8570836,[WPA2_PSK],2025-04-09 10:44:06,6,2437,-90,52.078550,4.350847,76.300000,0.600000,,,WIFI
A4:CE:DA:65:56:A1,KPN103506,[WPA2_PSK],2025-04-09 10:44:19,6,2437,-64,52.078688,4.350939,77.900000,0.600000,,,WIFI
6A:02:98:D9:BB:2B,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:44:19,11,2462,-66,52.078688,4.350939,77.900000,0.600000,,,WIFI
18:35:D1:35:73:11,Ziggo3094786,[WPA2_PSK],2025-04-09 10:44:19,11,2462,-67,52.078688,4.350939,77.900000,0.600000,,,WIFI
30:B1:B5:83:57:BB,H369A262BE7,[WPA2_PSK],2025-04-09 10:44:19,6,2437,-73,52.078688,4.350939,77.900000,0.600000,,,WIFI
38:43:7D:0E:04:17,ZiggoDA66242,[WPA2_PSK],2025-04-09 10:44:19,1,2412,-75,52.078688,4.350939,77.900000,0.600000,,,WIFI
3A:43:1D:0E:04:17,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:44:19,1,2412,-76,52.078688,4.350939,77.900000,0.600000,,,WIFI
AE:22:15:8B:36:74,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:44:19,6,2437,-77,52.078688,4.350939,77.900000,0.600000,,,WIFI
6C:5A:B0:52:4B:16,AuntyDonDada,[WPA2_PSK],2025-04-09 10:44:19,8,2447,-78,52.078688,4.350939,77.900000,0.600000,,,WIFI
D4:1A:D1:8E:D8:AB,BaLy Wifi,[WPA2_WPA3_PSK],2025-04-09 10:44:19,1,2412,-79,52.078688,4.350939,77.900000,0.600000,,,WIFI
74:42:7F:B2:94:9B,FRITZ!Box 7590 2.4G,[WPA2_PSK],2025-04-09 10:44:19,6,2437,-79,52.078688,4.350939,77.900000,0.600000,,,WIFI
6A:14:01:98:54:46,DIRECT-46-HP M203 LaserJet,[WPA2_PSK],2025-04-09 10:44:19,6,2437,-80,52.078688,4.350939,77.900000,0.600000,,,WIFI
AE:F8:CC:CA:44:A4,Ziggo-gast4866248,[WPA2_PSK],2025-04-09 10:44:19,11,2462,-82,52.078688,4.350939,77.900000,0.600000,,,WIFI
E8:48:B8:5E:E3:26,Sunfire_2.4GHz,[WPA_WPA2_PSK],2025-04-09 10:44:19,1,2412,-83,52.078688,4.350939,77.900000,0.600000,,,WIFI
D8:47:32:6D:CC:72,TP-LINK_CC72,[WPA_WPA2_PSK],2025-04-09 10:44:19,6,2437,-84,52.078688,4.350939,77.900000,0.600000,,,WIFI
64:13:6C:2F:18:1A,Partyboy,[WPA2_PSK],2025-04-09 10:44:19,4,2427,-85,52.078688,4.350939,77.900000,0.600000,,,WIFI
10:27:F5:0B:88:32,EKX,[WPA2_PSK],2025-04-09 10:44:19,8,2447,-85,52.078688,4.350939,77.900000,0.600000,,,WIFI
5A:D3:43:F7:49:99,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:44:19,6,2437,-86,52.078688,4.350939,77.900000,0.600000,,,WIFI
BC:30:D9:03:55:04,VRV9517035504,[WPA2_PSK],2025-04-09 10:44:19,11,2462,-86,52.078688,4.350939,77.900000,0.600000,,,WIFI
18:35:D1:03:D5:F9,Ziggo2176914,[WPA2_PSK],2025-04-09 10:44:19,6,2437,-87,52.078688,4.350939,77.900000,0.600000,,,WIFI
20:B8:2B:1F:47:CE,Obi LAN kenobi,[WPA2_PSK],2025-04-09 10:44:19,1,2412,-88,52.078688,4.350939,77.900000,0.600000,,,WIFI
F6:57:40:C6:65:F3,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:44:31,1,2412,-70,52.078807,4.351056,77.900000,0.600000,,,WIFI
68:02:B8:8C:C4:2E,Ziggo5001967,[WPA2_PSK],2025-04-09 10:44:31,11,2462,-70,52.078807,4.351056,77.900000,0.600000,,,WIFI
30:B1:B5:4B:81:2B,H369A262BE7,[WPA2_PSK],2025-04-09 10:44:31,6,2437,-72,52.078807,4.351056,77.900000,0.600000,,,WIFI
BE:F8:CC:E7:9A:81,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:44:31,11,2462,-72,52.078807,4.351056,77.900000,0.600000,,,WIFI
B4:B6:86:5A:C1:09,DIRECT-08-HP DeskJet 2600 series,[WPA2_PSK],2025-04-09 10:44:31,6,2437,-73,52.078807,4.351056,77.900000,0.600000,,,WIFI
78:96:82:26:2B:E7,H369A262BE7,[WPA_WPA2_PSK],2025-04-09 10:44:31,6,2437,-75,52.078807,4.351056,77.900000,0.600000,,,WIFI
16:49:BC:41:79:00,BudgetThuis-717900,[WPA2_WPA3_PSK],2025-04-09 10:44:31,2,2417,-78,52.078807,4.351056,77.900000,0.600000,,,WIFI
AE:F8:CC:CA:44:94,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:44:31,11,2462,-79,52.078807,4.351056,77.900000,0.600000,,,WIFI
A0:55:1F:C9:AA:5A,Ziggo8271864,[WPA2_PSK],2025-04-09 10:44:31,1,2412,-80,52.078807,4.351056,77.900000,0.600000,,,WIFI
B8:BE:F4:03:7C:FB,Ziggo8570836,[WPA2_PSK],2025-04-09 10:44:31,1,2412,-81,52.078807,4.351056,77.900000,0.600000,,,WIFI
D4:1A:D1:1C:7D:45,Odido-1C7D44,[WPA2_WPA3_PSK],2025-04-09 10:44:31,11,2462,-81,52.078807,4.351056,77.900000,0.600000,,,WIFI
88:D2:74:9E:6E:52,TELE2-9E6E51_2.4G,[WPA2_PSK],2025-04-09 10:44:31,4,2427,-83,52.078807,4.351056,77.900000,0.600000,,,WIFI
B0:F8:93:EC:C4:1D,PHILIPS Setup,[OPEN],2025-04-09 10:44:31,6,2437,-83,52.078807,4.351056,77.900000,0.600000,,,WIFI
44:05:3F:76:2A:E1,Ziggo7783817,[WPA2_PSK],2025-04-09 10:44:31,6,2437,-85,52.078807,4.351056,77.900000,0.600000,,,WIFI
5E:38:D8:34:F6:E1,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:44:31,6,2437,-86,52.078807,4.351056,77.900000,0.600000,,,WIFI
94:98:8F:E4:4E:F5,Ziggo4973718,[WPA2_PSK],2025-04-09 10:44:31,1,2412,-87,52.078807,4.351056,77.900000,0.600000,,,WIFI
B8:BE:F4:03:69:D7,Ziggo8570836,[WPA2_PSK],2025-04-09 10:44:31,1,2412,-87,52.078807,4.351056,77.900000,0.600000,,,WIFI
AC:F8:CC:E7:9A:81,Ziggo9997556,[WPA2_PSK],2025-04-09 10:44:45,11,2462,-63,52.078974,4.351185,84.100000,0.600000,,,WIFI
64:CC:22:8E:F5:65,VRV95178EF565,[WPA2_PSK],2025-04-09 10:44:45,11,2462,-68,52.078974,4.351185,84.100000,0.600000,,,WIFI
6A:02:98:9A:45:B0,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:44:45,11,2462,-72,52.078974,4.351185,84.100000,0.600000,,,WIFI
68:02:B8:9A:45:B0,Ziggo0051459,[WPA2_PSK],2025-04-09 10:44:45,11,2462,-73,52.078974,4.351185,84.100000,0.600000,,,WIFI
CE:F8:CC:E5:0C:58,Yellowknife,[WPA2_PSK],2025-04-09 10:44:45,11,2462,-75,52.078974,4.351185,84.100000,0.600000,,,WIFI
4C:38:D8:34:F6:E1,Bakker Beertje,[WPA2_PSK],2025-04-09 10:44:45,6,2437,-76,52.078974,4.351185,84.100000,0.600000,,,WIFI
24:2F:D0:81:07:5C,KPN6C8CF6_EXT,[WPA2_WPA3_PSK],2025-04-09 10:44:45,1,2412,-78,52.078974,4.351185,84.100000,0.600000,,,WIFI
AC:F8:CC:E5:0C:58,Timboektoe,[WPA2_PSK],2025-04-09 10:44:45,11,2462,-78,52.078974,4.351185,84.100000,0.600000,,,WIFI
7C:8B:CA:B6:EE:08,H369A897AFF,[WPA_WPA2_PSK],2025-04-09 10:44:45,2,2417,-79,52.078974,4.351185,84.100000,0.600000,,,WIFI
68:FF:7B:53:78:6D,TELE2-9E6E51_2.4G_EXT,[WPA_WPA2_PSK],2025-04-09 10:44:45,4,2427,-87,52.078974,4.351185,84.100000,0.600000,,,WIFI
8A:1B:86:91:A2:C0,VRV951791A2BF_ExtraWiFi2G,[WPA2_PSK],2025-04-09 10:44:45,11,2462,-90,52.078974,4.351185,84.100000,0.600000,,,WIFI
AE:F8:CC:92:46:9A,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:44:57,6,2437,-68,52.079124,4.351366,78.900000,0.600000,,,WIFI
74:DA:88:53:E4:F2,BB2019 ,[WPA2_PSK],2025-04-09 10:44:57,9,2452,-70,52.079124,4.351366,78.900000,0.600000,,,WIFI
CE:F9:57:69:16:05,Audi_MMI_7839,[WPA2_PSK],2025-04-09 10:44:57,6,2437,-71,52.079124,4.351366,78.900000,0.600000,,,WIFI
7A:DA:88:53:E4:F2,Welkom bij Beertje,[WPA2_PSK],2025-04-09 10:44:57,9,2452,-72,52.079124,4.351366,78.900000,0.600000,,,WIFI
48:29:52:6C:8C:F6,KPN6C8CF6,[WPA2_WPA3_PSK],2025-04-09 10:44:57,1,2412,-74,52.079124,4.351366,78.900000,0.600000,,,WIFI
28:87:BA:8E:D6:73,H369A7AF8F8,[WPA2_PSK],2025-04-09 10:44:57,1,2412,-76,52.079124,4.351366,78.900000,0.600000,,,WIFI
5C:64:8E:07:CD:F1,TMNL-07CDF1,[WPA2_PSK],2025-04-09 10:44:57,11,2462,-76,52.079124,4.351366,78.900000,0.600000,,,WIFI
AC:F8:CC:92:46:EA,Ziggo4884379,[WPA2_PSK],2025-04-09 10:44:57,6,2437,-77,52.079124,4.351366,78.900000,0.600000,,,WIFI
6E:FF:CE:FD:E7:9B,Ziggo-guest4291187,[WPA2_PSK],2025-04-09 10:44:57,1,2412,-78,52.079124,4.351366,78.900000,0.600000,,,WIFI
AC:F8:CC:CB:B2:B2,Ziggo1840825,[WPA2_PSK],2025-04-09 10:44:57,11,2462,-78,52.079124,4.351366,78.900000,0.600000,,,WIFI
B6:F2:17:02:EE:CC,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:44:57,1,2412,-79,52.079124,4.351366,78.900000,0.600000,,,WIFI
C0:C9:E3:28:7F:0A,Wiezzzje2,[WPA2_PSK],2025-04-09 10:44:57,7,2442,-79,52.079124,4.351366,78.900000,0.600000,,,WIFI
6C:5A:B0:52:45:C6,AuntyDonDada,[WPA2_PSK],2025-04-09 10:44:57,8,2447,-80,52.079124,4.351366,78.900000,0.600000,,,WIFI
F4:4D:5C:F9:CF:D2,Zyxel-CFCE,[WPA2_PSK],2025-04-09 10:44:57,1,2412,-82,52.079124,4.351366,78.900000,0.600000,,,WIFI
94:98:8F:E7:FF:70,Ziggo0627488,[WPA2_PSK],2025-04-09 10:44:57,6,2437,-83,52.079124,4.351366,78.900000,0.600000,,,WIFI
9C:24:72:CF:54:8F,Ziggo8528150,[WPA2_PSK],2025-04-09 10:44:57,1,2412,-86,52.079124,4.351366,78.900000,0.600000,,,WIFI
FA:8F:CA:37:A4:FE,Living Room TV.v,,[OPEN],2025-04-09 10:44:57,6,2437,-87,52.079124,4.351366,78.900000,0.600000,,,WIFI
18:0C:7A:19:44:64,Ziggo4649948,[WPA2_PSK],2025-04-09 10:45:10,6,2437,-67,52.079227,4.351696,69.600000,0.600000,,,WIFI
CC:58:30:DA:58:66,Gigi Hair,[WPA2_PSK],2025-04-09 10:45:10,6,2437,-70,52.079227,4.351696,69.600000,0.600000,,,WIFI
B8:D5:26:DD:FE:71,TMNL-DDFE71,[WPA2_PSK],2025-04-09 10:45:10,11,2462,-70,52.079227,4.351696,69.600000,0.600000,,,WIFI
68:02:B8:9A:6D:4E,Ziggo8805039,[WPA2_PSK],2025-04-09 10:45:10,6,2437,-73,52.079227,4.351696,69.600000,0.600000,,,WIFI
AC:22:05:16:30:0B,Ziggo51D3789,[WPA2_PSK],2025-04-09 10:45:10,6,2437,-74,52.079227,4.351696,69.600000,0.600000,,,WIFI
06:0E:3C:82:2E:70,DIRECT-70-HP Laser 107w,[WPA2_PSK],2025-04-09 10:45:10,6,2437,-76,52.079227,4.351696,69.600000,0.600000,,,WIFI
B4:F2:67:02:EE:CC,Ziggo7129256,[WPA2_PSK],2025-04-09 10:45:10,1,2412,-77,52.079227,4.351696,69.600000,0.600000,,,WIFI
EC:F0:FE:AB:E2:FE,Stomerij panda nieuw,[WPA2_PSK],2025-04-09 10:45:10,1,2412,-77,52.079227,4.351696,69.600000,0.600000,,,WIFI
18:35:D1:00:97:89,Ziggo7796191,[WPA2_PSK],2025-04-09 10:45:10,1,2412,-81,52.079227,4.351696,69.600000,0.600000,,,WIFI
44:05:3F:92:D4:59,Ziggo2887254,[WPA2_PSK],2025-04-09 10:45:10,1,2412,-83,52.079227,4.351696,69.600000,0.600000,,,WIFI
DC:92:72:C1:C9:85,Ziggo7265992,[WPA2_PSK],2025-04-09 10:45:10,1,2412,-83,52.079227,4.351696,69.600000,0.600000,,,WIFI
3A:43:1D:47:FD:A4,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:45:10,6,2437,-84,52.079227,4.351696,69.600000,0.600000,,,WIFI
38:43:7D:47:FD:A4,Ziggo3938744,[WPA2_PSK],2025-04-09 10:45:10,6,2437,-84,52.079227,4.351696,69.600000,0.600000,,,WIFI
44:13:D0:E2:25:B7,H369AE225B7,[WPA2_PSK],2025-04-09 10:45:10,1,2412,-85,52.079227,4.351696,69.600000,0.600000,,,WIFI
AE:22:15:16:30:0B,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:45:10,6,2437,-85,52.079227,4.351696,69.600000,0.600000,,,WIFI
2A:35:D1:00:97:89,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:45:10,1,2412,-87,52.079227,4.351696,69.600000,0.600000,,,WIFI
D8:CF:61:11:C6:C8,Ziggo2102386,[WPA2_PSK],2025-04-09 10:45:10,1,2412,-89,52.079227,4.351696,69.600000,0.600000,,,WIFI
AE:22:15:2A:4F:D8,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:45:10,1,2412,-89,52.079227,4.351696,69.600000,0.600000,,,WIFI
AC:22:05:5E:01:8B,ZiggoB4B96F2,[WPA2_PSK],2025-04-09 10:45:10,6,2437,-89,52.079227,4.351696,69.600000,0.600000,,,WIFI
90:9F:22:04:29:5F,Odido-04295F,[WPA2_WPA3_PSK],2025-04-09 10:45:10,11,2462,-89,52.079227,4.351696,69.600000,0.600000,,,WIFI
56:67:11:DF:DF:2B,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:45:10,6,2437,-91,52.079227,4.351696,69.600000,0.600000,,,WIFI
F0:09:0D:06:11:6C,Stomerij panda nieuw_EXT,[WPA2_PSK],2025-04-09 10:45:10,1,2412,-92,52.079227,4.351696,69.600000,0.600000,,,WIFI
CA:C9:A3:8F:4E:64,SAIER_DEVICE_307,[WPA2_PSK],2025-04-09 10:45:22,1,2412,-88,52.079227,4.351768,69.000000,0.600000,,,WIFI
D4:76:EA:09:6E:1F,Mdel2os,[WPA2_PSK],2025-04-09 10:45:22,11,2462,-88,52.079227,4.351768,69.000000,0.600000,,,WIFI
6A:02:98:9A:6D:4E,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:45:22,6,2437,-89,52.079227,4.351768,69.000000,0.600000,,,WIFI
90:5C:44:EE:EC:3F,ZiggoCB721ED,[WPA2_PSK],2025-04-09 10:45:34,11,2462,-83,52.079180,4.351840,69.300000,0.700000,,,WIFI
5E:38:D8:2E:30:E9,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:45:34,11,2462,-85,52.079180,4.351840,69.300000,0.700000,,,WIFI
4C:38:D8:2E:30:E9,Arno-Draadloos,[WPA2_PSK],2025-04-09 10:45:34,11,2462,-85,52.079180,4.351840,69.300000,0.700000,,,WIFI
20:B8:2B:56:51:80,Ziggo2012760,[WPA2_PSK],2025-04-09 10:45:34,11,2462,-86,52.079180,4.351840,69.300000,0.700000,,,WIFI
B0:92:4A:79:95:1B,Ziggo6381687,[WPA2_PSK],2025-04-09 10:45:34,11,2462,-86,52.079180,4.351840,69.300000,0.700000,,,WIFI
AC:22:05:2A:4F:D8,Ziggo79C47B8,[WPA2_PSK],2025-04-09 10:45:34,1,2412,-87,52.079180,4.351840,69.300000,0.700000,,,WIFI
54:67:51:DF:DF:2B,ZiggoB79ABED,[WPA2_PSK],2025-04-09 10:45:34,6,2437,-87,52.079180,4.351840,69.300000,0.700000,,,WIFI
1C:67:58:B9:A2:88,VFNL-B9A281,[WPA2_PSK],2025-04-09 10:45:34,5,2432,-88,52.079180,4.351840,69.300000,0.700000,,,WIFI
36:2C:94:D5:5F:0F,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:45:34,11,2462,-90,52.079180,4.351840,69.300000,0.700000,,,WIFI
60:8D:26:A6:50:69,aajee83,[WPA2_PSK],2025-04-09 10:45:47,1,2412,-85,52.079164,4.351866,71.300000,0.700000,,,WIFI
2A:35:D1:F0:F8:29,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:45:47,1,2412,-85,52.079164,4.351866,71.300000,0.700000,,,WIFI
00:4A:77:69:E7:19,TELE2-69E718_2.4G,[WPA2_PSK],2025-04-09 10:45:47,9,2452,-91,52.079164,4.351866,71.300000,0.700000,,,WIFI
D4:1A:D1:1B:E8:5D,FF,[WPA2_PSK],2025-04-09 10:45:48,11,2462,-71,52.079166,4.351865,67.000000,0.700000,,,WIFI
AE:F8:CC:47:6F:A5,pfSense,[WPA2_PSK],2025-04-09 10:45:48,11,2462,-78,52.079166,4.351865,67.000000,0.700000,,,WIFI
84:47:65:CF:04:0C,CDT_Wifi,[WPA_WPA2_PSK],2025-04-09 10:45:48,3,2422,-83,52.079166,4.351865,67.000000,0.700000,,,WIFI
3A:43:1D:6F:08:93,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:45:48,11,2462,-83,52.079166,4.351865,67.000000,0.700000,,,WIFI
B8:D5:26:A4:AF:1A,ZyXELA4AF19,[WPA_WPA2_PSK],2025-04-09 10:45:48,3,2422,-84,52.079166,4.351865,67.000000,0.700000,,,WIFI
AE:15:A2:41:2E:6A,Jol_Guest,[WPA2_PSK],2025-04-09 10:45:48,3,2422,-84,52.079166,4.351865,67.000000,0.700000,,,WIFI
AE:15:A2:21:2E:6A,Jol,[WPA2_PSK],2025-04-09 10:45:48,3,2422,-85,52.079166,4.351865,67.000000,0.700000,,,WIFI
AE:F8:CC:47:6F:95,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:45:48,11,2462,-85,52.079166,4.351865,67.000000,0.700000,,,WIFI
2A:35:D1:14:CC:81,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:45:48,6,2437,-86,52.079166,4.351865,67.000000,0.700000,,,WIFI
AE:22:15:4F:76:C0,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:45:48,6,2437,-86,52.079166,4.351865,67.000000,0.700000,,,WIFI
04:A2:22:3D:7A:AF,VRV95173D7AAF,[WPA2_PSK],2025-04-09 10:45:48,11,2462,-86,52.079166,4.351865,67.000000,0.700000,,,WIFI
02:AA:3F:B0:36:1E,Ziggo2887254,[WPA2_PSK],2025-04-09 10:45:48,1,2412,-87,52.079166,4.351865,67.000000,0.700000,,,WIFI
AC:22:05:5D:88:92,csc werk,[WPA2_PSK],2025-04-09 10:45:48,6,2437,-87,52.079166,4.351865,67.000000,0.700000,,,WIFI
AE:22:15:8B:2A:D1,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:46:11,6,2437,-77,52.079309,4.351896,57.100000,0.700000,,,WIFI
0E:B5:7D:37:CD:E3,brui,[WPA2_PSK],2025-04-09 10:46:11,13,2472,-79,52.079309,4.351896,57.100000,0.700000,,,WIFI
F8:0D:A9:36:4A:FA,Odido-364AFA,[WPA2_WPA3_PSK],2025-04-09 10:46:11,11,2462,-81,52.079309,4.351896,57.100000,0.700000,,,WIFI
AE:22:15:5E:01:8B,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:46:11,6,2437,-85,52.079309,4.351896,57.100000,0.700000,,,WIFI
54:67:51:23:72:59,ZiggoFCD85FF,[WPA2_PSK],2025-04-09 10:46:11,1,2412,-86,52.079309,4.351896,57.100000,0.700000,,,WIFI
AE:F8:CC:BF:01:95,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:46:11,1,2412,-88,52.079309,4.351896,57.100000,0.700000,,,WIFI
AE:F8:CC:BF:01:A5,knolrietkerken,[WPA2_PSK],2025-04-09 10:46:11,1,2412,-88,52.079309,4.351896,57.100000,0.700000,,,WIFI
